Gen,Group,DataSet,Bichat1.reads,Bichat10.reads,Bichat11.reads,Bichat13.reads,Bichat2.reads,Bichat3.reads,Bichat6.reads,Bichat7.reads,Bichat9.reads,BichatK1.reads,BichatK10.reads,BichatK11.reads,BichatK13.reads,BichatK2.reads,BichatK3.reads,BichatK6.reads,BichatK7.reads,BichatK9.reads,postF266.reads,postPIG20.reads,postPIG26.reads,postPIG29.reads,postPIG31.reads,postPIG528.reads,postPIG94.reads,postPIG96.reads,preF266.reads,prePIG20.reads,prePIG26.reads,prePIG29.reads,prePIG31.reads,prePIG528.reads,prePIG94.reads,prePIG96.reads
pstA:P07654:PSTA_ECOLI,1,Bac,0.0,4.720781405014919,6.107972416098619,2.010738235840828,0.26440800534897396,0.20706441670471476,0.1716574545740017,0.0,0.4103646382928831,14.845153377670458,3102.1934675451353,2837.7916604505863,1524.8990109672195,102.67986407079427,311.2295523717955,85.71583403330256,1.682385167924121,1073.2189922784669,499.0607404481279,2016.5117184671772,425.7406827971696,1253.4010070985,608.9165566649363,274.66311393390936,274.37222696445826,135.77693648788417,0.5624309903566094,2.228285187335406,0.8676126488380461,1.0556448895043298,0.8608347874919766,0.2539428306631499,0.1876733750097512,0.21527593746750678
chrC:A4UQR3:A4UQR3_9RHIZ,2,Bac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11141593272349451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ymgB/ariR:P75993:ARIR_ECOLI,3,Bac,0.0,0.0,0.0,0.11170767976893489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03813322605185737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07825770795381606,0.0,0.0,0.0
iclR:P16528:ICLR_ECOLI,4,Bac,0.0,4.0558826155761984,5.7355350736535815,1.8990305560718932,0.13220400267448698,0.20706441670471476,0.0,0.0,0.4103646382928831,2.0950821299131697,2195.9705423379964,2130.8297133368324,1143.0940364155579,1.1015236215191035,152.57599033886052,37.15221256276275,1.5772360949288635,753.3987347003649,323.294956021119,1258.5520074302556,256.28218204158776,773.7231565921861,382.05443040519646,183.56555277358174,168.77930675805112,85.06506864301176,0.20452036012967614,2.6666363717292563,0.5061073784888602,0.9500804005538969,0.5478039556767124,0.20315426453051988,0.3127889583495853,0.10763796873375339
cpxR:C4WZK6:C4WZK6_KLEPN,5,Bac,0.0,0.1994696368316163,0.5958997479120604,0.0,0.0,0.06902147223490492,0.0,0.0,0.05862351975612616,0.2992974471304528,17.816972051004473,84.48113098758971,3.956922506564306,1.0122108954499869,0.057881635181661804,0.10421377997969916,0.03504969099841919,4.213267390524484,0.07130457786085553,0.26684024328002875,0.1904028098377324,0.1525329042074295,0.11077252258776354,0.0,0.06514060469241649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ttgE:Q9KWV4:TTGE_PSEPT,228,Bac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027853983180873627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmrS:Q5HE38:Q5HE38_STAAC,6,Bac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12693520655848825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpnO:C4XBC3:C4XBC3_KLEPN,7,Bac,0.0,0.1994696368316163,0.819362153379083,0.055853839884467446,0.0,0.06902147223490492,0.057219151524667236,0.0,0.0,0.41901642598263394,112.79292790353638,564.8509249249363,67.38182460697487,8.365625341807245,4.919938990441253,5.419116558944356,0.3154472189857727,21.509838783203943,5.062625028120743,27.03981131904291,5.775551898411216,15.710889133365239,8.806415545727202,4.9046984631055235,3.0616084205435747,0.8997266875703167,0.0,0.0,0.0,0.05278224447521649,0.0,0.0,0.0,0.0
kmrA:C4X8X9:C4X8X9_KLEPN,8,Bac,0.0,0.0,0.07448746848900754,0.0,0.0,0.0,0.0,0.119524821899051,0.0,0.2992974471304528,0.08621115508550552,2.22831865446989,0.15218932717555023,1.548087251864686,0.0,0.10421377997969916,0.0,0.11087545764538115,0.0,0.31131361716003353,0.3173380163962206,0.22879935631114423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yqjH:Q46871:YQJH_ECOLI,9,Bac,0.07078498423972326,5.05323079973428,4.24578570387343,1.5639075167650887,0.0,0.4141288334094295,0.057219151524667236,0.0,0.9379763160980186,2.035222640487079,1798.4509062387306,1613.8876394829988,890.4217059723505,0.714501808552932,144.24103487270122,38.61120548247854,0.560795055974707,618.7404913900494,263.6843289294438,1000.6509123001077,205.95237264114718,608.9494868221104,322.0711094239225,155.86843204075055,140.37800311215753,67.56129490300742,0.15339027009725711,1.6072876761107846,0.14460210813967436,0.6861691781778144,0.7043193715843445,0.2539428306631499,0.06255779166991707,0.10763796873375339
kexD:A6TA71:A6TA71_KLEP7,10,Bac,0.0,0.06648987894387211,0.0,0.0,0.0,0.0,0.0,0.119524821899051,0.0,0.8380328519652679,0.0,1.3091372095010605,0.0,2.858007234211728,0.0,0.05210688998984958,0.0,0.0,0.07130457786085553,0.4447337388000479,0.12693520655848825,0.3813322605185737,0.0,0.14425583715016246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acrR/ybaH:P0ACS9:ACRR_ECOLI,11,Bac,0.0,3.5239635840252213,3.277448613516332,1.1729306375738164,0.06610200133724349,0.20706441670471476,0.0,0.0597624109495255,0.6448587173173878,1.1373302990957206,912.0565467012581,852.331885334733,449.1487518268426,0.238167269517644,65.17472121455118,21.98910757571652,0.42059629198103027,313.88842059407403,114.94297951169912,427.52254310848605,89.93359384668892,267.9240462403499,142.73039535433333,63.68895210179673,63.83779259856816,30.18174070122244,0.30678054019451423,0.9862901648861633,0.2892042162793487,0.8972981560786804,0.5478039556767124,0.05078856613262997,0.25023116667966827,0.0
rpoS:P35540:RPOS_SHIFL,12,Bac,0.3539249211986163,14.295323972932502,14.450568886867465,5.25026094913994,4.4949360909325575,0.828257666818859,0.11443830304933447,0.0,2.1690702309766676,40.34529587318504,4148.911838489953,3800.6481510470257,1917.3952857529634,1223.9415980511726,317.82805878250497,105.77698667939464,1.9627826959114745,1467.880183767201,813.7278425480833,2756.682079952097,715.978032593153,1820.5946113938267,1010.6331098294608,429.01685968458315,456.57049828914717,195.9768312198617,1.1248619807132187,5.296743478092359,0.9399137029078833,2.8502412016616905,2.3477312386144815,0.9141941903873395,1.3137136250682584,0.0
pitA:P0AFJ7:PITA_ECOLI,13,Bac,0.07078498423972326,10.43891099418792,17.132117752471736,3.1836688734146446,0.4627140093607044,0.6211932501141443,0.3433149091480034,0.0,1.172470395122523,10.355691670713666,3763.116919482316,3546.5084085047347,1810.5203307439333,145.6095144013496,339.99672505708145,86.44533049316045,2.1029814599051515,1322.577896522929,678.8908858132055,2647.9891541893653,564.3539283590387,1699.674151583387,864.85647010396394,380.5468984021286,378.27149144886255,191.55999111724378,0.7669513504862855,4.34698257857235,1.0845158110475577,3.5364103798395052,1.5651541590763212,0.45709709519366976,0.5004623333593365,0.43055187493501357
czcB:P13510:CZCB_RALME,14,Bac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17957846827827167,0.08621115508550552,0.13926991590436813,0.11414199538166268,0.119083634758822,0.11576327036332361,0.3126413399390975,0.35049690998419186,0.16631318646807172,0.0,0.0,0.0,0.0,0.0,0.0,0.13028120938483298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ydeI:P31130:YDEI_ECOLI,15,Bac,0.07078498423972326,0.0,0.7448746848900755,0.16756151965340235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055707966361747255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05538626129388177,0.0,0.0,0.0,0.051130090032419036,0.5479389804923129,0.0,0.10556448895043298,0.07825770795381606,0.05078856613262997,0.0,0.0
